floor,start_x,start_y,start_type,start_name,goal_x,goal_y,goal_type,goal_name,route
Planta0,1040,673,NOFUNCIONAL,EscaleraCentroBajada,1067,537,DESCANSO,DESCANSO,"[(1040, 670), (1035, 670), (1030, 670), (1025, 670), (1020, 670), (1015, 670), (1010, 670), (1005, 670), (1000, 670), (995, 670), (990, 670), (985, 670), (980, 670), (975, 670), (970, 670), (965, 670), (960, 670), (955, 670), (950, 670), (945, 670), (940, 670), (935, 670), (930, 670), (925, 670), (920, 670), (916, 666), (913, 663), (909, 659), (906, 656), (902, 652), (899, 649), (895, 645), (890, 640), (886, 636), (883, 633), (879, 629), (876, 626), (872, 622), (869, 619), (865, 615), (860, 610), (856, 606), (853, 603), (849, 599), (846, 596), (842, 592), (839, 589), (835, 585), (830, 580), (830, 575), (830, 570), (826, 566), (820, 560), (820, 555), (820, 550), (820, 545), (820, 540), (820, 535), (820, 530), (825, 530), (830, 530), (835, 530), (840, 530), (845, 530), (850, 530), (855, 530), (860, 530), (865, 530), (870, 530), (875, 530), (880, 530), (885, 530), (890, 530), (895, 530), (900, 530), (905, 530), (910, 530), (915, 530), (920, 530), (925, 530), (930, 530), (935, 530), (940, 530), (945, 530), (950, 530), (955, 530), (960, 530), (965, 530), (970, 530), (975, 530), (980, 530), (985, 530), (990, 530), (995, 530), (1000, 530), (1005, 530), (1010, 530), (1015, 530), (1020, 530), (1025, 530), (1030, 530), (1035, 530), (1040, 530), (1045, 530), (1050, 530), (1055, 530), (1060, 530)]"
Planta0,1040,673,NOFUNCIONAL,EscaleraCentroBajada,605,52,SAUNA,SAUNA,"[(1040, 670), (1035, 670), (1030, 670), (1025, 670), (1020, 670), (1015, 670), (1010, 670), (1005, 670), (1000, 670), (995, 670), (990, 670), (985, 670), (980, 670), (975, 670), (970, 670), (965, 670), (960, 670), (955, 670), (950, 670), (945, 670), (940, 670), (935, 670), (930, 670), (925, 670), (920, 670), (916, 666), (913, 663), (909, 659), (906, 656), (902, 652), (899, 649), (895, 645), (890, 640), (886, 636), (883, 633), (879, 629), (876, 626), (872, 622), (869, 619), (865, 615), (860, 610), (856, 606), (853, 603), (849, 599), (846, 596), (842, 592), (839, 589), (835, 585), (830, 580), (826, 576), (820, 570), (820, 565), (820, 560), (820, 555), (820, 550), (820, 545), (820, 540), (816, 536), (813, 533), (809, 529), (806, 526), (802, 522), (799, 519), (795, 515), (790, 510), (785, 510), (780, 510), (775, 510), (770, 510), (765, 510), (760, 510), (755, 510), (750, 510), (745, 510), (740, 510), (735, 510), (730, 510), (726, 506), (723, 503), (719, 499), (716, 496), (710, 490), (710, 485), (710, 480), (710, 475), (710, 470), (710, 465), (710, 460), (710, 455), (710, 450), (710, 445), (710, 440), (710, 435), (710, 430), (710, 425), (710, 420), (710, 415), (710, 410), (710, 405), (710, 400), (710, 395), (710, 390), (710, 385), (710, 380), (710, 375), (710, 370), (710, 365), (710, 360), (710, 355), (710, 350), (710, 345), (710, 340), (710, 335), (710, 330), (710, 325), (710, 320), (710, 315), (710, 310), (710, 305), (710, 300), (710, 295), (710, 290), (710, 285), (710, 280), (710, 275), (710, 270), (710, 265), (710, 260), (710, 255), (710, 250), (710, 245), (710, 240), (710, 235), (710, 230), (710, 225), (710, 220), (710, 215), (710, 210), (710, 205), (710, 200), (710, 195), (710, 190), (710, 185), (710, 180), (710, 175), (710, 170), (710, 165), (710, 160), (710, 155), (710, 150), (710, 145), (710, 140), (710, 135), (710, 130), (710, 125), (710, 120), (710, 115), (710, 110), (705, 110), (700, 110), (695, 110), (690, 110), (685, 110), (680, 110), (676, 114), (670, 120), (666, 116), (660, 110), (655, 110), (650, 110), (645, 110), (640, 110), (635, 110), (630, 110), (625, 110), (620, 110), (615, 110), (610, 110), (605, 110), (600, 110), (600, 105), (600, 100), (600, 95), (600, 90), (600, 85), (600, 80), (600, 75), (600, 70), (600, 65), (600, 60), (600, 55), (600, 50)]"
Planta0,1040,673,NOFUNCIONAL,EscaleraCentroBajada,720,47,BANO VAPOR,BAÃ‘O VAPOR,"[(1040, 670), (1035, 670), (1030, 670), (1025, 670), (1020, 670), (1015, 670), (1010, 670), (1005, 670), (1000, 670), (995, 670), (990, 670), (985, 670), (980, 670), (975, 670), (970, 670), (965, 670), (960, 670), (955, 670), (950, 670), (945, 670), (940, 670), (935, 670), (930, 670), (925, 670), (920, 670), (916, 666), (913, 663), (909, 659), (906, 656), (902, 652), (899, 649), (895, 645), (890, 640), (886, 636), (883, 633), (879, 629), (876, 626), (872, 622), (869, 619), (865, 615), (860, 610), (856, 606), (853, 603), (849, 599), (846, 596), (842, 592), (839, 589), (835, 585), (830, 580), (826, 576), (820, 570), (820, 565), (820, 560), (820, 555), (820, 550), (820, 545), (820, 540), (816, 536), (813, 533), (809, 529), (806, 526), (802, 522), (799, 519), (795, 515), (790, 510), (785, 510), (780, 510), (775, 510), (770, 510), (765, 510), (760, 510), (755, 510), (750, 510), (745, 510), (740, 510), (735, 510), (730, 510), (726, 506), (723, 503), (719, 499), (716, 496), (710, 490), (710, 485), (710, 480), (710, 475), (710, 470), (710, 465), (710, 460), (710, 455), (710, 450), (710, 445), (710, 440), (710, 435), (710, 430), (710, 425), (710, 420), (710, 415), (710, 410), (710, 405), (710, 400), (710, 395), (710, 390), (710, 385), (710, 380), (710, 375), (710, 370), (710, 365), (710, 360), (710, 355), (710, 350), (710, 345), (710, 340), (710, 335), (710, 330), (710, 325), (710, 320), (710, 315), (710, 310), (710, 305), (710, 300), (710, 295), (710, 290), (710, 285), (710, 280), (710, 275), (710, 270), (710, 265), (710, 260), (710, 255), (710, 250), (710, 245), (710, 240), (710, 235), (710, 230), (710, 225), (710, 220), (710, 215), (710, 210), (710, 205), (710, 200), (710, 195), (710, 190), (710, 185), (710, 180), (710, 175), (710, 170), (710, 165), (710, 160), (710, 155), (710, 150), (710, 145), (710, 140), (710, 135), (710, 130), (715, 130), (720, 130), (716, 126), (713, 123), (709, 119), (706, 116), (702, 112), (699, 109), (695, 105), (690, 100), (690, 95), (690, 90), (690, 85), (690, 80), (690, 75), (690, 70), (694, 66), (697, 63), (701, 59), (704, 56), (708, 52), (711, 49), (715, 45), (720, 40)]"
Planta0,1040,673,NOFUNCIONAL,EscaleraCentroBajada,850,947,VESTUARIO,VestuarioMasculino,"[(1040, 670), (1040, 675), (1040, 680), (1040, 685), (1040, 690), (1040, 695), (1040, 700), (1044, 704), (1047, 707), (1051, 711), (1054, 714), (1058, 718), (1061, 721), (1065, 725), (1070, 730), (1074, 734), (1077, 737), (1081, 741), (1084, 744), (1088, 748), (1091, 751), (1095, 755), (1100, 760), (1100, 765), (1100, 770), (1100, 775), (1100, 780), (1100, 785), (1100, 790), (1104, 794), (1110, 800), (1105, 800), (1100, 800), (1095, 800), (1090, 800), (1085, 800), (1080, 800), (1076, 804), (1073, 807), (1069, 811), (1066, 814), (1062, 818), (1059, 821), (1055, 825), (1050, 830), (1046, 834), (1043, 837), (1039, 841), (1036, 844), (1030, 850), (1025, 850), (1020, 850), (1015, 850), (1010, 850), (1005, 850), (1000, 850), (996, 854), (993, 857), (989, 861), (986, 864), (982, 868), (979, 871), (975, 875), (970, 880), (966, 884), (963, 887), (959, 891), (956, 894), (952, 898), (949, 901), (945, 905), (940, 910), (935, 910), (930, 910), (925, 910), (920, 910), (915, 910), (910, 910), (905, 910), (900, 910), (895, 910), (890, 910), (885, 910), (880, 910), (876, 914), (873, 917), (869, 921), (866, 924), (862, 928), (859, 931), (855, 935), (850, 940)]"
Planta0,1040,673,NOFUNCIONAL,EscaleraCentroBajada,1376,941,VESTUARIO,VestuarioFemenino,"[(1040, 670), (1044, 674), (1047, 677), (1051, 681), (1054, 684), (1058, 688), (1061, 691), (1065, 695), (1070, 700), (1074, 704), (1077, 707), (1081, 711), (1084, 714), (1088, 718), (1091, 721), (1095, 725), (1100, 730), (1100, 735), (1100, 740), (1100, 745), (1100, 750), (1100, 755), (1100, 760), (1104, 764), (1107, 767), (1111, 771), (1114, 774), (1118, 778), (1121, 781), (1125, 785), (1130, 790), (1134, 794), (1137, 797), (1141, 801), (1144, 804), (1148, 808), (1151, 811), (1155, 815), (1160, 820), (1164, 824), (1167, 827), (1171, 831), (1174, 834), (1178, 838), (1181, 841), (1185, 845), (1190, 850), (1195, 850), (1200, 850), (1205, 850), (1210, 850), (1215, 850), (1220, 850), (1224, 854), (1227, 857), (1231, 861), (1234, 864), (1238, 868), (1241, 871), (1245, 875), (1250, 880), (1255, 880), (1260, 880), (1265, 880), (1270, 880), (1275, 880), (1280, 880), (1284, 884), (1287, 887), (1291, 891), (1294, 894), (1298, 898), (1301, 901), (1305, 905), (1310, 910), (1315, 910), (1320, 910), (1325, 910), (1330, 910), (1335, 910), (1340, 910), (1344, 914), (1347, 917), (1351, 921), (1354, 924), (1358, 928), (1361, 931), (1365, 935), (1370, 940)]"
Planta0,1404,622,NOFUNCIONAL,AscensorEsquinaDrch,614,319,PP,PP,"[(1400, 620), (1396, 624), (1393, 627), (1389, 631), (1386, 634), (1382, 638), (1379, 641), (1375, 645), (1370, 650), (1366, 654), (1363, 657), (1359, 661), (1356, 664), (1350, 670), (1350, 675), (1350, 680), (1350, 685), (1350, 690), (1350, 695), (1350, 700), (1350, 705), (1350, 710), (1350, 715), (1350, 720), (1350, 725), (1350, 730), (1345, 730), (1340, 730), (1335, 730), (1330, 730), (1325, 730), (1320, 730), (1316, 726), (1313, 723), (1309, 719), (1306, 716), (1302, 712), (1299, 709), (1295, 705), (1290, 700), (1286, 696), (1283, 693), (1279, 689), (1276, 686), (1272, 682), (1269, 679), (1265, 675), (1260, 670), (1255, 670), (1250, 670), (1245, 670), (1240, 670), (1235, 670), (1230, 670), (1225, 670), (1220, 670), (1215, 670), (1210, 670), (1205, 670), (1200, 670), (1195, 670), (1190, 670), (1185, 670), (1180, 670), (1175, 670), (1170, 670), (1165, 670), (1160, 670), (1155, 670), (1150, 670), (1145, 670), (1140, 670), (1135, 670), (1130, 670), (1125, 670), (1120, 670), (1115, 670), (1110, 670), (1105, 670), (1100, 670), (1095, 670), (1090, 670), (1085, 670), (1080, 670), (1075, 670), (1070, 670), (1065, 670), (1060, 670), (1055, 670), (1050, 670), (1045, 670), (1040, 670), (1035, 670), (1030, 670), (1025, 670), (1020, 670), (1015, 670), (1010, 670), (1005, 670), (1000, 670), (995, 670), (990, 670), (985, 670), (980, 670), (975, 670), (970, 670), (965, 670), (960, 670), (955, 670), (950, 670), (945, 670), (940, 670), (935, 670), (930, 670), (926, 666), (923, 663), (919, 659), (916, 656), (912, 652), (909, 649), (905, 645), (900, 640), (896, 636), (893, 633), (889, 629), (886, 626), (882, 622), (879, 619), (875, 615), (870, 610), (866, 606), (863, 603), (859, 599), (856, 596), (852, 592), (849, 589), (845, 585), (840, 580), (836, 576), (833, 573), (829, 569), (826, 566), (820, 560), (820, 555), (820, 550), (820, 545), (820, 540), (820, 535), (820, 530), (816, 526), (813, 523), (809, 519), (806, 516), (800, 510), (796, 514), (790, 520), (786, 516), (780, 510), (775, 510), (770, 510), (765, 510), (760, 510), (755, 510), (750, 510), (745, 510), (740, 510), (735, 510), (730, 510), (725, 510), (720, 510), (715, 510), (710, 510), (705, 510), (700, 510), (695, 510), (690, 510), (685, 510), (680, 510), (675, 510), (670, 510), (665, 510), (660, 510), (656, 506), (653, 503), (649, 499), (646, 496), (640, 490), (640, 485), (640, 480), (640, 475), (640, 470), (640, 465), (640, 460), (640, 455), (640, 450), (640, 445), (640, 440), (640, 435), (640, 430), (640, 425), (640, 420), (640, 415), (640, 410), (640, 405), (640, 400), (640, 395), (640, 390), (640, 385), (640, 380), (640, 375), (640, 370), (636, 366), (633, 363), (629, 359), (626, 356), (622, 352), (619, 349), (615, 345), (610, 340), (610, 335), (610, 330), (610, 325), (610, 320), (610, 315), (610, 310)]"
Planta0,1404,622,NOFUNCIONAL,AscensorEsquinaDrch,1071,318,PG,PG,"[(1400, 620), (1400, 625), (1400, 630), (1400, 635), (1400, 640), (1400, 645), (1400, 650), (1400, 655), (1400, 660), (1400, 665), (1400, 670), (1400, 675), (1400, 680), (1400, 685), (1400, 690), (1400, 695), (1400, 700), (1400, 705), (1400, 710), (1404, 714), (1407, 717), (1411, 721), (1414, 724), (1418, 728), (1421, 731), (1425, 735), (1430, 740), (1434, 736), (1437, 733), (1441, 729), (1444, 726), (1448, 722), (1451, 719), (1455, 715), (1460, 710), (1456, 706), (1450, 700), (1450, 695), (1450, 690), (1450, 685), (1450, 680), (1450, 675), (1450, 670), (1450, 665), (1450, 660), (1450, 655), (1450, 650), (1450, 645), (1450, 640), (1450, 635), (1450, 630), (1450, 625), (1450, 620), (1450, 615), (1450, 610), (1450, 605), (1450, 600), (1450, 595), (1450, 590), (1450, 585), (1450, 580), (1450, 575), (1450, 570), (1450, 565), (1450, 560), (1450, 555), (1450, 550), (1455, 550), (1460, 550), (1456, 546), (1453, 543), (1449, 539), (1446, 536), (1442, 532), (1439, 529), (1435, 525), (1430, 520), (1430, 515), (1430, 510), (1430, 505), (1430, 500), (1430, 495), (1430, 490), (1426, 486), (1423, 483), (1419, 479), (1416, 476), (1412, 472), (1409, 469), (1405, 465), (1400, 460), (1395, 460), (1390, 460), (1385, 460), (1380, 460), (1375, 460), (1370, 460), (1366, 456), (1363, 453), (1359, 449), (1356, 446), (1352, 442), (1349, 439), (1345, 435), (1340, 430), (1336, 426), (1333, 423), (1329, 419), (1326, 416), (1322, 412), (1319, 409), (1315, 405), (1310, 400), (1306, 396), (1303, 393), (1299, 389), (1296, 386), (1292, 382), (1289, 379), (1285, 375), (1280, 370), (1276, 366), (1273, 363), (1269, 359), (1266, 356), (1262, 352), (1259, 349), (1255, 345), (1250, 340), (1245, 340), (1240, 340), (1235, 340), (1230, 340), (1225, 340), (1220, 340), (1215, 340), (1210, 340), (1205, 340), (1200, 340), (1195, 340), (1190, 340), (1185, 340), (1180, 340), (1175, 340), (1170, 340), (1165, 340), (1160, 340), (1155, 340), (1150, 340), (1145, 340), (1140, 340), (1135, 340), (1130, 340), (1126, 336), (1123, 333), (1119, 329), (1116, 326), (1112, 322), (1109, 319), (1105, 315), (1100, 310), (1095, 310), (1090, 310), (1085, 310), (1080, 310), (1075, 310), (1070, 310)]"
Planta0,1404,622,NOFUNCIONAL,AscensorEsquinaDrch,1519,315,Hidromasaje,Hidromasaje,"[(1400, 620), (1400, 625), (1400, 630), (1400, 635), (1400, 640), (1400, 645), (1400, 650), (1400, 655), (1400, 660), (1400, 665), (1400, 670), (1400, 675), (1400, 680), (1400, 685), (1400, 690), (1400, 695), (1400, 700), (1400, 705), (1400, 710), (1404, 714), (1407, 717), (1411, 721), (1414, 724), (1418, 728), (1421, 731), (1425, 735), (1430, 740), (1434, 736), (1437, 733), (1441, 729), (1444, 726), (1448, 722), (1451, 719), (1455, 715), (1460, 710), (1460, 705), (1460, 700), (1460, 695), (1460, 690), (1460, 685), (1460, 680), (1460, 675), (1460, 670), (1460, 665), (1460, 660), (1460, 655), (1460, 650), (1460, 645), (1460, 640), (1460, 635), (1460, 630), (1460, 625), (1460, 620), (1460, 615), (1460, 610), (1460, 605), (1460, 600), (1460, 595), (1460, 590), (1460, 585), (1460, 580), (1460, 575), (1460, 570), (1460, 565), (1460, 560), (1456, 556), (1450, 550), (1450, 545), (1450, 540), (1450, 535), (1450, 530), (1450, 525), (1450, 520), (1450, 515), (1450, 510), (1450, 505), (1450, 500), (1450, 495), (1450, 490), (1450, 485), (1450, 480), (1450, 475), (1450, 470), (1450, 465), (1450, 460), (1450, 455), (1450, 450), (1450, 445), (1450, 440), (1450, 435), (1450, 430), (1454, 426), (1457, 423), (1461, 419), (1464, 416), (1468, 412), (1471, 409), (1475, 405), (1480, 400), (1480, 395), (1480, 390), (1480, 385), (1480, 380), (1480, 375), (1480, 370), (1480, 365), (1480, 360), (1480, 355), (1480, 350), (1480, 345), (1480, 340), (1484, 336), (1487, 333), (1491, 329), (1494, 326), (1498, 322), (1501, 319), (1505, 315), (1510, 310)]"
Planta0,1404,622,NOFUNCIONAL,AscensorEsquinaDrch,1012,53,SOLARIUM,SOLARIUM,"[(1400, 620), (1400, 625), (1400, 630), (1400, 635), (1400, 640), (1400, 645), (1400, 650), (1400, 655), (1400, 660), (1400, 665), (1400, 670), (1400, 675), (1400, 680), (1400, 685), (1400, 690), (1400, 695), (1400, 700), (1400, 705), (1400, 710), (1404, 714), (1407, 717), (1411, 721), (1414, 724), (1418, 728), (1421, 731), (1425, 735), (1430, 740), (1434, 736), (1437, 733), (1441, 729), (1444, 726), (1448, 722), (1451, 719), (1455, 715), (1460, 710), (1460, 705), (1460, 700), (1460, 695), (1460, 690), (1460, 685), (1460, 680), (1460, 675), (1460, 670), (1460, 665), (1460, 660), (1460, 655), (1460, 650), (1460, 645), (1460, 640), (1460, 635), (1460, 630), (1460, 625), (1460, 620), (1460, 615), (1460, 610), (1460, 605), (1460, 600), (1460, 595), (1460, 590), (1460, 585), (1460, 580), (1460, 575), (1460, 570), (1460, 565), (1460, 560), (1460, 555), (1460, 550), (1460, 545), (1460, 540), (1460, 535), (1460, 530), (1456, 526), (1453, 523), (1449, 519), (1446, 516), (1442, 512), (1439, 509), (1435, 505), (1430, 500), (1430, 495), (1430, 490), (1430, 485), (1430, 480), (1430, 475), (1430, 470), (1430, 465), (1430, 460), (1430, 455), (1430, 450), (1430, 445), (1430, 440), (1430, 435), (1430, 430), (1430, 425), (1430, 420), (1430, 415), (1430, 410), (1430, 405), (1430, 400), (1430, 395), (1430, 390), (1430, 385), (1430, 380), (1430, 375), (1430, 370), (1430, 365), (1430, 360), (1430, 355), (1430, 350), (1430, 345), (1430, 340), (1430, 335), (1430, 330), (1430, 325), (1430, 320), (1430, 315), (1430, 310), (1430, 305), (1430, 300), (1430, 295), (1430, 290), (1430, 285), (1430, 280), (1430, 275), (1430, 270), (1430, 265), (1430, 260), (1430, 255), (1430, 250), (1430, 245), (1430, 240), (1430, 235), (1430, 230), (1430, 225), (1430, 220), (1430, 215), (1430, 210), (1430, 205), (1430, 200), (1430, 195), (1430, 190), (1430, 185), (1430, 180), (1430, 175), (1430, 170), (1426, 166), (1423, 163), (1419, 159), (1416, 156), (1410, 150), (1410, 145), (1410, 140), (1410, 135), (1410, 130), (1410, 125), (1410, 120), (1405, 120), (1400, 120), (1395, 120), (1390, 120), (1385, 120), (1380, 120), (1375, 120), (1370, 120), (1365, 120), (1360, 120), (1355, 120), (1350, 120), (1345, 120), (1340, 120), (1335, 120), (1330, 120), (1325, 120), (1320, 120), (1315, 120), (1310, 120), (1305, 120), (1300, 120), (1295, 120), (1290, 120), (1285, 120), (1280, 120), (1275, 120), (1270, 120), (1265, 120), (1260, 120), (1255, 120), (1250, 120), (1245, 120), (1240, 120), (1235, 120), (1230, 120), (1225, 120), (1220, 120), (1215, 120), (1210, 120), (1205, 120), (1200, 120), (1196, 116), (1190, 110), (1185, 110), (1180, 110), (1175, 110), (1170, 110), (1165, 110), (1160, 110), (1155, 110), (1150, 110), (1145, 110), (1140, 110), (1135, 110), (1130, 110), (1126, 106), (1123, 103), (1119, 99), (1116, 96), (1112, 92), (1109, 89), (1105, 85), (1100, 80), (1095, 80), (1090, 80), (1085, 80), (1080, 80), (1075, 80), (1070, 80), (1066, 76), (1063, 73), (1059, 69), (1056, 66), (1052, 62), (1049, 59), (1045, 55), (1040, 50), (1035, 50), (1030, 50), (1025, 50), (1020, 50), (1015, 50), (1010, 50)]"
Planta0,1404,622,NOFUNCIONAL,AscensorEsquinaDrch,1067,537,DESCANSO,DESCANSO,"[(1400, 620), (1404, 624), (1410, 630), (1406, 634), (1403, 637), (1399, 641), (1396, 644), (1392, 648), (1389, 651), (1385, 655), (1380, 660), (1376, 664), (1373, 667), (1369, 671), (1366, 674), (1362, 678), (1359, 681), (1355, 685), (1350, 690), (1350, 695), (1350, 700), (1350, 705), (1350, 710), (1350, 715), (1350, 720), (1346, 724), (1343, 727), (1339, 731), (1336, 734), (1330, 740), (1326, 736), (1323, 733), (1319, 729), (1316, 726), (1312, 722), (1309, 719), (1305, 715), (1300, 710), (1300, 705), (1300, 700), (1300, 695), (1300, 690), (1300, 685), (1300, 680), (1300, 675), (1300, 670), (1300, 665), (1300, 660), (1300, 655), (1300, 650), (1300, 645), (1300, 640), (1300, 635), (1300, 630), (1300, 625), (1300, 620), (1304, 616), (1310, 610), (1310, 605), (1310, 600), (1310, 595), (1310, 590), (1310, 585), (1310, 580), (1310, 575), (1310, 570), (1310, 565), (1310, 560), (1310, 555), (1310, 550), (1310, 545), (1310, 540), (1310, 535), (1310, 530), (1310, 525), (1310, 520), (1305, 520), (1300, 520), (1295, 520), (1290, 520), (1285, 520), (1280, 520), (1275, 520), (1270, 520), (1265, 520), (1260, 520), (1255, 520), (1250, 520), (1245, 520), (1240, 520), (1235, 520), (1230, 520), (1225, 520), (1220, 520), (1215, 520), (1210, 520), (1205, 520), (1200, 520), (1195, 520), (1190, 520), (1185, 520), (1180, 520), (1175, 520), (1170, 520), (1165, 520), (1160, 520), (1155, 520), (1150, 520), (1145, 520), (1140, 520), (1135, 520), (1130, 520), (1125, 520), (1120, 520), (1115, 520), (1110, 520), (1105, 520), (1100, 520), (1096, 524), (1090, 530), (1085, 530), (1080, 530), (1075, 530), (1070, 530), (1065, 530), (1060, 530)]"
Planta0,1404,622,NOFUNCIONAL,AscensorEsquinaDrch,605,52,SAUNA,SAUNA,"[(1400, 620), (1396, 624), (1393, 627), (1389, 631), (1386, 634), (1382, 638), (1379, 641), (1375, 645), (1370, 650), (1366, 654), (1363, 657), (1359, 661), (1356, 664), (1350, 670), (1350, 675), (1350, 680), (1350, 685), (1350, 690), (1350, 695), (1350, 700), (1350, 705), (1350, 710), (1350, 715), (1350, 720), (1350, 725), (1350, 730), (1345, 730), (1340, 730), (1335, 730), (1330, 730), (1325, 730), (1320, 730), (1316, 726), (1313, 723), (1309, 719), (1306, 716), (1302, 712), (1299, 709), (1295, 705), (1290, 700), (1286, 696), (1283, 693), (1279, 689), (1276, 686), (1272, 682), (1269, 679), (1265, 675), (1260, 670), (1255, 670), (1250, 670), (1245, 670), (1240, 670), (1235, 670), (1230, 670), (1225, 670), (1220, 670), (1215, 670), (1210, 670), (1205, 670), (1200, 670), (1195, 670), (1190, 670), (1185, 670), (1180, 670), (1175, 670), (1170, 670), (1165, 670), (1160, 670), (1155, 670), (1150, 670), (1145, 670), (1140, 670), (1135, 670), (1130, 670), (1125, 670), (1120, 670), (1115, 670), (1110, 670), (1105, 670), (1100, 670), (1095, 670), (1090, 670), (1085, 670), (1080, 670), (1075, 670), (1070, 670), (1065, 670), (1060, 670), (1055, 670), (1050, 670), (1045, 670), (1040, 670), (1035, 670), (1030, 670), (1025, 670), (1020, 670), (1015, 670), (1010, 670), (1005, 670), (1000, 670), (995, 670), (990, 670), (985, 670), (980, 670), (975, 670), (970, 670), (965, 670), (960, 670), (955, 670), (950, 670), (945, 670), (940, 670), (935, 670), (930, 670), (926, 666), (923, 663), (919, 659), (916, 656), (912, 652), (909, 649), (905, 645), (900, 640), (896, 636), (893, 633), (889, 629), (886, 626), (882, 622), (879, 619), (875, 615), (870, 610), (866, 606), (863, 603), (859, 599), (856, 596), (852, 592), (849, 589), (845, 585), (840, 580), (836, 576), (833, 573), (829, 569), (826, 566), (820, 560), (820, 555), (820, 550), (820, 545), (820, 540), (820, 535), (820, 530), (816, 526), (813, 523), (809, 519), (806, 516), (800, 510), (795, 510), (790, 510), (785, 510), (780, 510), (775, 510), (770, 510), (766, 514), (760, 520), (755, 520), (750, 520), (745, 520), (740, 520), (735, 520), (730, 520), (726, 516), (723, 513), (719, 509), (716, 506), (710, 500), (710, 495), (710, 490), (710, 485), (710, 480), (710, 475), (710, 470), (710, 465), (710, 460), (710, 455), (710, 450), (710, 445), (710, 440), (710, 435), (710, 430), (710, 425), (710, 420), (710, 415), (710, 410), (710, 405), (710, 400), (710, 395), (710, 390), (710, 385), (710, 380), (710, 375), (710, 370), (710, 365), (710, 360), (710, 355), (710, 350), (710, 345), (710, 340), (710, 335), (710, 330), (710, 325), (710, 320), (710, 315), (710, 310), (710, 305), (710, 300), (710, 295), (710, 290), (710, 285), (710, 280), (710, 275), (710, 270), (710, 265), (710, 260), (710, 255), (710, 250), (710, 245), (710, 240), (710, 235), (710, 230), (710, 225), (710, 220), (710, 215), (710, 210), (710, 205), (710, 200), (710, 195), (710, 190), (710, 185), (710, 180), (710, 175), (710, 170), (710, 165), (710, 160), (710, 155), (710, 150), (710, 145), (710, 140), (706, 136), (703, 133), (699, 129), (696, 126), (692, 122), (689, 119), (685, 115), (680, 110), (676, 114), (670, 120), (666, 116), (660, 110), (655, 110), (650, 110), (645, 110), (640, 110), (635, 110), (630, 110), (625, 110), (620, 110), (615, 110), (610, 110), (605, 110), (600, 110), (600, 105), (600, 100), (600, 95), (600, 90), (600, 85), (600, 80), (600, 75), (600, 70), (600, 65), (600, 60), (600, 55), (600, 50)]"
